trade_date,trade_id,entry_time,exit_time,spot_entry,strike,ce_symbol,pe_symbol,ce_entry,pe_entry,ce_exit,pe_exit,ce_pnl,pe_pnl,gross_pnl,charges,total_pnl,capital,roi,exit_on,cum_pnl
2021-01-29,2021-01-29_13950,2021-01-29 09:20:00,2021-01-29 15:15:00,13953.7,13950,NIFTY04FEB2113950CE,NIFTY04FEB2113950PE,210.85,209.15,112.25,387.3,7395.0,-13361.25,-5966.25,68.2119625,-6034.4619625,31500.0,-19.1570221031746,time_exit,-4080.391212499998
2021-02-01,2021-02-01_13700,2021-02-01 09:20:00,2021-02-01 15:15:00,13710.2,13700,NIFTY04FEB2113700CE,NIFTY04FEB2113700PE,219.8,211.35,601.9,16.2,-28657.499999999996,14636.25,-14021.249999999996,69.48047500000001,-14090.730474999997,32336.25,-43.57564799567049,time_exit,-18171.121687499995
2021-02-02,2021-02-02_14600,2021-02-02 09:20:00,2021-02-02 15:15:00,14575.15,14600,NIFTY04FEB2114600CE,NIFTY04FEB2114600PE,100.25,144.85,128.25,79.35,-2100.0,4912.5,2812.5,58.8955,2753.6045,18382.5,14.979488644090846,time_exit,-15417.517187499996
2021-02-03,2021-02-03_14600,2021-02-03 09:20:00,2021-02-03 15:15:00,14602.15,14600,NIFTY04FEB2114600CE,NIFTY04FEB2114600PE,104.65,110.65,204.0,21.35,-7451.25,6697.500000000001,-753.7499999999991,57.763712500000004,-811.5137124999991,16147.5,-5.025630670382406,time_exit,-16229.030899999994
2021-02-04,2021-02-04_14800,2021-02-04 09:20:00,2021-02-04 15:15:00,14775.5,14800,NIFTY04FEB2114800CE,NIFTY04FEB2114800PE,40.7,73.85,88.55,0.35,-3588.7499999999995,5512.5,1923.7500000000005,52.611174999999996,1871.1388250000005,8591.25,21.779587661865275,time_exit,-14357.892074999994
2021-02-05,2021-02-05_15000,2021-02-05 09:20:00,2021-02-05 15:15:00,14990.05,15000,NIFTY11FEB2115000CE,NIFTY11FEB2115000PE,143.3,187.7,108.55,201.95,2606.250000000001,-1068.75,1537.500000000001,63.197875,1474.3021250000008,24825.0,5.93877995971803,time_exit,-12883.589949999994
2021-02-08,2021-02-08_15100,2021-02-08 09:20:00,2021-02-08 15:15:00,15088.15,15100,NIFTY11FEB2115100CE,NIFTY11FEB2115100PE,125.0,156.05,129.15,112.0,-311.25000000000045,3303.750000000001,2992.5000000000005,60.6318625,2931.8681375000006,21078.75,13.909117654035466,time_exit,-9951.721812499993
2021-02-09,2021-02-09_15150,2021-02-09 09:20:00,2021-02-09 15:15:00,15153.8,15150,NIFTY11FEB2115150CE,NIFTY11FEB2115150PE,104.1,112.9,81.7,124.9,1679.9999999999993,-900.0,779.9999999999993,57.70855000000001,722.2914499999993,16275.0,4.438042703533021,time_exit,-9229.430362499994
2021-02-10,2021-02-10_15150,2021-02-10 09:20:00,2021-02-10 15:15:00,15141.65,15150,NIFTY11FEB2115150CE,NIFTY11FEB2115150PE,84.4,95.25,51.95,86.0,2433.75,693.75,3127.5,55.6764625,3071.8235375,13473.75,22.798578996196305,time_exit,-6157.6068249999935
2021-02-11,2021-02-11_15100,2021-02-11 09:20:00,2021-02-11 15:15:00,15113.75,15100,NIFTY11FEB2115100CE,NIFTY11FEB2115100PE,57.7,51.45,66.45,0.15,-656.25,3847.5000000000005,3191.2500000000005,52.233850000000004,3139.0161500000004,8186.25,38.34498274545733,time_exit,-3018.590674999993
2021-02-12,2021-02-12_15200,2021-02-12 09:20:00,2021-02-12 15:15:00,15196.2,15200,NIFTY18FEB2115200CE,NIFTY18FEB2115200PE,133.85,136.7,104.0,143.25,2238.7499999999995,-491.25000000000085,1747.4999999999986,60.23203749999999,1687.2679624999987,20291.249999999996,8.315248998952745,time_exit,-1331.3227124999944
2021-02-15,2021-02-15_15300,2021-02-15 09:20:00,2021-02-15 15:15:00,15281.45,15300,NIFTY18FEB2115300CE,NIFTY18FEB2115300PE,84.4,116.85,111.6,84.5,-2039.999999999999,2426.2499999999995,386.25000000000045,56.976175000000005,329.27382500000044,15093.75,2.1815243064182224,time_exit,-1002.048887499994
2021-02-16,2021-02-16_15400,2021-02-16 09:20:00,2021-02-16 15:15:00,15405.85,15400,NIFTY18FEB2115400CE,NIFTY18FEB2115400PE,88.25,91.85,49.15,121.8,2932.5,-2246.25,686.25,55.91811249999999,630.3318875,13507.5,4.66653257449565,time_exit,-371.71699999999396
2021-02-17,2021-02-17_15250,2021-02-17 09:20:00,2021-02-17 15:15:00,15259.35,15250,NIFTY18FEB2115250CE,NIFTY18FEB2115250PE,83.7,72.0,43.5,75.5,3015.0,-262.5,2752.5,54.542649999999995,2697.95735,11677.5,23.10389509740955,time_exit,2326.2403500000064
2021-02-18,2021-02-18_15250,2021-02-18 09:20:00,2021-02-18 12:44:00,15229.2,15250,NIFTY18FEB2115250CE,NIFTY18FEB2115250PE,30.45,61.95,3.4,158.85,2028.75,-7267.499999999999,-5238.749999999999,52.175987500000005,-5290.925987499999,6930.0,-76.34813834776332,stoploss_hit,-2964.6856374999925
2021-02-19,2021-02-19_15050,2021-02-19 09:20:00,2021-02-19 15:15:00,15057.05,15050,NIFTY25FEB2115050CE,NIFTY25FEB2115050PE,138.95,145.2,110.3,148.7,2148.7499999999995,-262.5,1886.2499999999995,60.882549999999995,1825.3674499999995,21311.25,8.565276321191856,time_exit,-1139.318187499993
2021-02-22,2021-02-22_14950,2021-02-22 09:20:00,2021-02-22 15:15:00,14945.9,14950,NIFTY25FEB2114950CE,NIFTY25FEB2114950PE,121.65,129.6,32.0,289.2,6723.75,-11970.0,-5246.25,59.92060000000001,-5306.1706,18843.75,-28.158782620232177,time_exit,-6445.488787499993
2021-02-23,2021-02-23_14750,2021-02-23 09:20:00,2021-02-23 15:15:00,14758.8,14750,NIFTY25FEB2114750CE,NIFTY25FEB2114750PE,111.4,109.1,80.5,106.35,2317.5000000000005,206.25,2523.7500000000005,57.7222375,2466.0277625000003,16537.5,14.911732501889647,time_exit,-3979.461024999993
2021-02-25,2021-02-25_15150,2021-02-25 09:20:00,2021-02-25 15:15:00,15143.85,15150,NIFTY25FEB2115150CE,NIFTY25FEB2115150PE,47.15,55.4,0.2,51.75,3521.2499999999995,273.7499999999999,3794.9999999999995,51.85776249999999,3743.1422374999997,7691.25,48.667540874370225,time_exit,-236.31878749999305
2021-02-26,2021-02-26_14850,2021-02-26 09:20:00,2021-02-26 15:15:00,14846.2,14850,NIFTY04MAR2114850CE,NIFTY04MAR2114850PE,173.7,188.7,85.05,388.5,6648.749999999999,-14985.0,-8336.25,65.61726250000001,-8401.8672625,27180.0,-30.91194724981604,time_exit,-8638.186049999993
2021-03-01,2021-03-01_14700,2021-03-01 09:20:00,2021-03-01 15:15:00,14710.4,14700,NIFTY04MAR2114700CE,NIFTY04MAR2114700PE,187.6,162.15,184.7,112.2,217.50000000000043,3746.25,3963.7500000000005,63.893575,3899.8564250000004,26231.25,14.867215344293545,time_exit,-4738.329624999993
2021-03-02,2021-03-02_14850,2021-03-02 09:20:00,2021-03-02 15:15:00,14867.6,14850,NIFTY04MAR2114850CE,NIFTY04MAR2114850PE,134.85,120.2,159.5,66.15,-1848.7500000000005,4053.75,2204.9999999999995,59.43523749999999,2145.5647624999997,19128.75,11.216439979089065,time_exit,-2592.7648624999933
2021-03-03,2021-03-03_15050,2021-03-03 09:20:00,2021-03-03 15:15:00,15053.8,15050,NIFTY04MAR2115050CE,NIFTY04MAR2115050PE,80.0,72.65,220.8,14.4,-10560.0,4368.750000000001,-6191.249999999999,55.1989,-6246.448899999999,11448.75,-54.560095206900314,time_exit,-8839.213762499992
2021-03-04,2021-03-04_15050,2021-03-04 09:20:00,2021-03-04 15:15:00,15066.75,15050,NIFTY04MAR2115050CE,NIFTY04MAR2115050PE,71.0,63.3,32.2,0.8,2910.0,4687.5,7597.5,53.06335,7544.43665,10072.5,74.90133184413006,time_exit,-1294.7771124999927
2021-03-12,2021-03-12_15300,2021-03-12 09:20:00,2021-03-12 15:15:00,15317.85,15300,NIFTY18MAR2115300CE,NIFTY18MAR2115300PE,164.9,136.0,59.9,320.0,7875.0,-13800.0,-5925.0,62.40212499999999,-5987.402125,22567.5,-26.531082862523537,time_exit,-7282.179237499992
2021-03-15,2021-03-15_14950,2021-03-15 09:20:00,2021-03-15 15:15:00,14959.65,14950,NIFTY18MAR2114950CE,NIFTY18MAR2114950PE,165.6,150.0,131.75,130.0,2538.7499999999995,1500.0,4038.7499999999995,62.2220125,3976.5279874999997,23670.0,16.79986475496409,time_exit,-3305.6512499999926
2021-03-16,2021-03-16_15000,2021-03-16 09:20:00,2021-03-16 15:15:00,14983.55,15000,NIFTY18MAR2115000CE,NIFTY18MAR2115000PE,113.3,125.7,78.3,147.9,2625.0,-1665.0000000000002,959.9999999999998,58.764849999999996,901.2351499999997,17925.0,5.027811157601114,time_exit,-2404.416099999993
2021-03-17,2021-03-17_14900,2021-03-17 09:20:00,2021-03-17 15:15:00,14903.45,14900,NIFTY18MAR2114900CE,NIFTY18MAR2114900PE,96.05,98.45,24.75,191.0,5347.5,-6941.25,-1593.75,56.8253125,-1650.5753125,14587.5,-11.314997857754928,time_exit,-4054.991412499993
2021-03-18,2021-03-18_14850,2021-03-18 09:20:00,2021-03-18 13:19:00,14861.65,14850,NIFTY18MAR2114850CE,NIFTY18MAR2114850PE,58.65,50.4,2.9,192.05,4181.25,-10623.75,-6442.5,53.09601249999999,-6495.5960125,8178.75,-79.42040058077335,stoploss_hit,-10550.587424999994
2021-03-19,2021-03-19_14450,2021-03-19 09:20:00,2021-03-19 15:15:00,14442.15,14450,NIFTY25MAR2114450CE,NIFTY25MAR2114450PE,207.75,201.9,365.8,74.8,-11853.75,9532.5,-2321.25,67.37934999999999,-2388.62935,30723.75,-7.774537125188169,time_exit,-12939.216774999994
2021-03-22,2021-03-22_14700,2021-03-22 09:20:00,2021-03-22 15:15:00,14695.25,14700,NIFTY25MAR2114700CE,NIFTY25MAR2114700PE,162.1,156.2,161.75,110.45,26.249999999999574,3431.249999999999,3457.4999999999986,62.405950000000004,3395.094049999999,23872.499999999996,14.22177840611582,time_exit,-9544.122724999994
2021-03-23,2021-03-23_14800,2021-03-23 09:20:00,2021-03-23 15:15:00,14816.0,14800,NIFTY25MAR2114800CE,NIFTY25MAR2114800PE,128.65,120.05,121.0,83.65,573.7500000000005,2729.9999999999995,3303.75,59.026787500000005,3244.7232125,18652.5,17.395647835410802,time_exit,-6299.399512499994
2021-03-24,2021-03-24_14750,2021-03-24 09:20:00,2021-03-24 15:15:00,14741.6,14750,NIFTY25MAR2114750CE,NIFTY25MAR2114750PE,94.55,97.55,16.45,209.65,5857.5,-8407.5,-2550.0,56.794374999999995,-2606.794375,14407.5,-18.09331511365608,time_exit,-8906.193887499994
2021-03-25,2021-03-25_14450,2021-03-25 09:20:00,2021-03-25 15:15:00,14467.0,14450,NIFTY25MAR2114450CE,NIFTY25MAR2114450PE,74.0,54.55,0.4,131.35,5520.0,-5760.0,-240.0,53.48841250000001,-293.4884125,9641.25,-3.0440908855179565,time_exit,-9199.682299999995
2021-03-26,2021-03-26_14450,2021-03-26 09:20:00,2021-03-26 15:15:00,14446.35,14450,NIFTY01APR2114450CE,NIFTY01APR2114450PE,190.0,174.4,180.55,119.35,708.7499999999991,4128.750000000001,4837.5,64.52912500000001,4772.970875,27330.0,17.464218349798756,time_exit,-4426.711424999995
2021-03-30,2021-03-30_14650,2021-03-30 09:20:00,2021-03-30 15:15:00,14629.45,14650,NIFTY01APR2114650CE,NIFTY01APR2114650PE,114.9,117.25,240.0,46.3,-9382.5,5321.25,-4061.25,58.88282499999999,-4120.132825,17411.25,-23.66362452437361,time_exit,-8546.844249999995
2021-03-31,2021-03-31_14750,2021-03-31 09:20:00,2021-03-31 15:15:00,14736.25,14750,NIFTY01APR2114750CE,NIFTY01APR2114750PE,103.0,96.1,52.75,104.05,3768.75,-596.2500000000002,3172.5,56.62060000000001,3115.8794,14932.5,20.866428260505607,time_exit,-5430.964849999995
2021-04-01,2021-04-01_14800,2021-04-01 09:20:00,2021-04-01 15:15:00,14800.0,14800,NIFTY01APR2114800CE,NIFTY01APR2114800PE,53.35,52.7,72.65,0.25,-1447.5000000000002,3933.75,2486.25,52.146175,2434.103825,7953.750000000001,30.60322269369794,time_exit,-2996.8610249999947
2021-04-05,2021-04-05_14750,2021-04-05 09:20:00,2021-04-05 15:15:00,14748.45,14750,NIFTY08APR2114750CE,NIFTY08APR2114750PE,149.6,144.2,74.15,188.2,5658.749999999999,-3300.0,2358.749999999999,61.3104625,2297.439537499999,22034.999999999996,10.426319661901518,time_exit,-699.4214874999957
2021-04-06,2021-04-06_14600,2021-04-06 09:20:00,2021-04-06 15:15:00,14594.95,14600,NIFTY08APR2114600CE,NIFTY08APR2114600PE,125.0,137.85,162.5,61.15,-2812.5,5752.499999999999,2939.999999999999,59.74933750000001,2880.250662499999,19713.75,14.610364149388113,time_exit,2180.8291750000035
2021-04-07,2021-04-07_14750,2021-04-07 09:20:00,2021-04-07 15:15:00,14732.6,14750,NIFTY08APR2114750CE,NIFTY08APR2114750PE,88.7,112.85,114.0,38.85,-1897.4999999999998,5550.0,3652.5,56.69683750000001,3595.8031625,15116.25,23.787666666666667,time_exit,5776.632337500003
2021-04-08,2021-04-08_14950,2021-04-08 09:20:00,2021-04-08 15:15:00,14932.15,14950,NIFTY08APR2114950CE,NIFTY08APR2114950PE,35.15,56.5,0.1,75.25,2628.75,-1406.25,1222.5,51.55791249999999,1170.9420875,6873.75,17.034982178577923,time_exit,6947.5744250000025
2021-04-09,2021-04-09_14850,2021-04-09 09:20:00,2021-04-09 15:15:00,14830.55,14850,NIFTY15APR2114850CE,NIFTY15APR2114850PE,147.0,168.45,125.2,134.65,1634.9999999999998,2534.9999999999986,4169.999999999998,62.2028875,4107.797112499999,23658.75,17.362697152216406,time_exit,11055.371537500001
2021-04-12,2021-04-12_14500,2021-04-12 09:20:00,2021-04-12 15:15:00,14507.65,14500,NIFTY15APR2114500CE,NIFTY15APR2114500PE,153.7,137.3,61.55,238.05,6911.249999999999,-7556.25,-645.0000000000009,61.444300000000005,-706.4443000000009,21825.0,-3.236858190148916,time_exit,10348.9272375
2021-04-13,2021-04-13_14300,2021-04-13 09:20:00,2021-04-13 15:15:00,14292.2,14300,NIFTY15APR2114300CE,NIFTY15APR2114300PE,120.05,123.5,229.75,28.25,-8227.5,7143.75,-1083.75,59.17059999999999,-1142.9206,18266.25,-6.257007322247314,time_exit,9206.0066375
2021-04-15,2021-04-15_14550,2021-04-15 09:20:00,2021-04-15 15:15:00,14556.35,14550,NIFTY15APR2114550CE,NIFTY15APR2114550PE,61.5,51.9,27.45,0.25,2553.75,3873.75,6427.5,52.149775,6375.350225,8505.0,74.96002616108171,time_exit,15581.3568625
2021-04-16,2021-04-16_14600,2021-04-16 09:20:00,2021-04-16 15:15:00,14603.65,14600,NIFTY22APR2114600CE,NIFTY22APR2114600PE,154.6,149.9,147.5,131.1,532.4999999999995,1410.000000000001,1942.5000000000005,61.86955,1880.6304500000006,22837.5,8.234835030103998,time_exit,17461.9873125
2021-04-19,2021-04-19_14200,2021-04-19 09:20:00,2021-04-19 15:15:00,14207.05,14200,NIFTY22APR2114200CE,NIFTY22APR2114200PE,175.5,151.8,226.75,78.6,-3843.75,5490.000000000001,1646.250000000001,63.0077125,1583.2422875000009,24547.5,6.449708880741422,time_exit,19045.229600000002
2021-04-20,2021-04-20_14500,2021-04-20 09:20:00,2021-04-20 15:15:00,14498.7,14500,NIFTY22APR2114500CE,NIFTY22APR2114500PE,91.35,96.65,18.55,219.15,5460.0,-9187.5,-3727.5,56.700475,-3784.200475,14100.0,-26.838301241134754,time_exit,15261.029125000003
2021-04-22,2021-04-22_14200,2021-04-22 09:20:00,2021-04-22 14:40:00,14178.0,14200,NIFTY22APR2114200CE,NIFTY22APR2114200PE,45.15,74.1,214.5,1.0,-12701.25,5482.5,-7218.75,53.663125,-7272.413125,8943.75,-81.31279524807826,stoploss_hit,7988.616000000003
2021-04-23,2021-04-23_14400,2021-04-23 09:20:00,2021-04-23 15:15:00,14391.4,14400,NIFTY29APR2114400CE,NIFTY29APR2114400PE,167.4,182.15,136.05,193.5,2351.2499999999995,-851.2499999999995,1500.0,64.1055625,1435.8944375,26216.25,5.477116053974158,time_exit,9424.510437500003
2021-04-26,2021-04-26_14500,2021-04-26 09:20:00,2021-04-26 15:15:00,14480.1,14500,NIFTY29APR2114500CE,NIFTY29APR2114500PE,131.0,153.3,125.75,139.2,393.75,1057.5000000000018,1451.2500000000018,60.92901249999999,1390.3209875000018,21322.5,6.520440790245055,time_exit,10814.831425000004
2021-04-27,2021-04-27_14500,2021-04-27 09:20:00,2021-04-27 15:15:00,14517.1,14500,NIFTY29APR2114500CE,NIFTY29APR2114500PE,121.85,109.8,196.7,51.35,-5613.75,4383.75,-1230.0,58.603637500000005,-1288.6036375,17373.75,-7.416957407007699,time_exit,9526.227787500004
2021-04-28,2021-04-28_14750,2021-04-28 09:20:00,2021-04-28 15:15:00,14732.55,14750,NIFTY29APR2114750CE,NIFTY29APR2114750PE,69.65,91.4,137.5,35.4,-5088.75,4200.000000000001,-888.7499999999991,55.131175,-943.8811749999991,12078.75,-7.81439449446341,time_exit,8582.346612500005
2021-04-29,2021-04-29_15050,2021-04-29 09:20:00,2021-04-29 10:36:00,15035.75,15050,NIFTY29APR2115050CE,NIFTY29APR2115050PE,40.3,59.1,6.8,171.1,2512.5,-8400.0,-5887.5,52.575625,-5940.075625,7455.0,-79.67908283031522,stoploss_hit,2642.2709875000046
2021-04-30,2021-04-30_14750,2021-04-30 09:20:00,2021-04-30 15:15:00,14761.25,14750,NIFTY06MAY2114750CE,NIFTY06MAY2114750PE,188.0,182.9,124.35,225.55,4773.75,-3198.7500000000005,1574.9999999999995,65.13962500000001,1509.8603749999995,27817.5,5.427735687966207,time_exit,4152.131362500004
2021-05-03,2021-05-03_14450,2021-05-03 09:20:00,2021-05-03 15:15:00,14452.0,14450,NIFTY06MAY2114450CE,NIFTY06MAY2114450PE,154.55,150.1,251.35,67.95,-7259.999999999999,6161.249999999999,-1098.75,62.150575,-1160.9005750000001,22848.75,-5.080805623940041,time_exit,2991.2307875000038
2021-05-04,2021-05-04_14700,2021-05-04 09:20:00,2021-05-04 15:15:00,14698.1,14700,NIFTY06MAY2114700CE,NIFTY06MAY2114700PE,119.45,107.8,36.45,228.05,6225.0,-9018.750000000002,-2793.750000000002,58.529875000000004,-2852.279875000002,17043.75,-16.735048771543834,time_exit,138.95091250000178
2021-05-05,2021-05-05_14550,2021-05-05 09:20:00,2021-05-05 15:15:00,14571.65,14550,NIFTY06MAY2114550CE,NIFTY06MAY2114550PE,106.1,89.7,118.35,42.45,-918.75,3543.75,2625.0,56.509,2568.491,14685.0,17.490575417092273,time_exit,2707.4419125000018
2021-05-14,2021-05-14_14700,2021-05-14 09:20:00,2021-05-14 15:15:00,14715.9,14700,NIFTY20MAY2114700CE,NIFTY20MAY2114700PE,144.0,127.95,122.0,131.45,1650.0,-262.4999999999989,1387.5000000000011,60.3326875,1327.1673125000011,20396.25,6.5069182447753935,time_exit,4034.609225000003
2021-05-17,2021-05-17_14750,2021-05-17 09:20:00,2021-05-17 15:15:00,14756.9,14750,NIFTY20MAY2114750CE,NIFTY20MAY2114750PE,109.05,101.8,215.6,42.2,-7991.25,4470.0,-3521.25,57.79585,-3579.04585,15813.75,-22.632492925460436,time_exit,455.5633750000029
2021-05-18,2021-05-18_15100,2021-05-18 09:20:00,2021-05-18 15:15:00,15105.25,15100,NIFTY20MAY2115100CE,NIFTY20MAY2115100PE,92.0,79.5,91.0,72.3,75.0,540.0000000000002,615.0000000000002,55.50527499999999,559.4947250000002,12862.5,4.349813216715259,time_exit,1015.0581000000032
2021-05-19,2021-05-19_15100,2021-05-19 09:20:00,2021-05-19 15:15:00,15086.5,15100,NIFTY20MAY2115100CE,NIFTY20MAY2115100PE,65.0,80.15,34.85,91.25,2261.25,-832.4999999999995,1428.7500000000005,54.147475,1374.6025250000005,10886.25,12.626960845102772,time_exit,2389.6606250000036
2021-05-20,2021-05-20_15050,2021-05-20 09:20:00,2021-05-20 14:54:00,15062.15,15050,NIFTY20MAY2115050CE,NIFTY20MAY2115050PE,45.95,38.15,0.5,147.55,3408.75,-8205.0,-4796.25,51.7315375,-4847.9815375,6307.5,-76.86058719778042,stoploss_hit,-2458.320912499996
2021-05-21,2021-05-21_15000,2021-05-21 09:20:00,2021-05-21 15:15:00,15013.35,15000,NIFTY27MAY2115000CE,NIFTY27MAY2115000PE,138.7,112.75,258.25,47.15,-8966.25,4920.0,-4046.25,59.82235,-4106.07235,18858.75,-21.772770464638434,time_exit,-6564.393262499996
2021-05-24,2021-05-24_15250,2021-05-24 09:20:00,2021-05-24 15:15:00,15242.1,15250,NIFTY27MAY2115250CE,NIFTY27MAY2115250PE,104.9,113.45,70.25,118.75,2598.7500000000005,-397.4999999999998,2201.250000000001,57.64645,2143.6035500000007,16376.250000000002,13.08970948782536,time_exit,-4420.789712499995
2021-05-25,2021-05-25_15250,2021-05-25 09:20:00,2021-05-25 15:15:00,15267.75,15250,NIFTY27MAY2115250CE,NIFTY27MAY2115250PE,94.3,67.0,55.75,92.25,2891.25,-1893.75,997.5,54.9736,942.5264,12097.5,7.791084108286836,time_exit,-3478.2633124999957
